Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Land Surface Temperature,EN.LND.LTMP.DC,Austria,AUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.1257125,10.4358111,12.4362141,12.4371004,10.9367197,10.8107391,11.3117815,13.063214,12.5619239,11.6862381,10.8772346,12.811868,11.6875109,12.376825,13.9394383,13.5619841,12.8141586,12.5621113,13.0631993,13.3130646,13.0636333,12.0623442,..
Land Surface Temperature,EN.LND.LTMP.DC,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.377749,24.1251355,23.1293431,23.1272124,23.374788,24.3773941,23.8763837,24.1272431,23.1279511,23.3766652,24.6253487,22.6265373,24.6242681,23.627778,25.6209564,23.8772239,23.1288564,24.3764427,24.6250787,24.8769343,25.3736404,24.6248575,..
Land Surface Temperature,EN.LND.LTMP.DC,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.4069446,27.4074601,27.4388607,27.1568224,27.8439615,27.6558708,27.656545,27.5311795,27.718389,27.4079386,26.9383446,27.7820087,27.2806698,27.6560322,27.9676845,27.9064742,27.7810809,27.9680031,27.7169798,28.0938578,27.9692156,28.0314078,..
Land Surface Temperature,EN.LND.LTMP.DC,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.6497802,37.0917273,36.9620543,35.4040363,35.962029,35.3375652,35.7772671,35.4443478,35.6523188,35.0298913,36.2207971,35.1121739,35.717694,35.526087,36.1511957,36.3502899,36.7273913,36.2973043,36.5856123,36.9720652,36.5292174,37.5434058,..
Land Surface Temperature,EN.LND.LTMP.DC,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.7808429,27.6563107,27.0937614,26.718918,27.0938319,27.1555777,27.8440888,27.2813552,27.093594,27.656309,27.0943933,27.2810191,26.9063556,27.4058964,27.7185914,27.2808796,27.4686204,27.1562907,26.718478,27.2810004,27.1556235,27.5937679,..
Land Surface Temperature,EN.LND.LTMP.DC,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.4451745,29.7706043,29.5190645,29.8312269,28.8258686,29.2990045,29.4888977,29.2665384,29.2627005,28.7352941,29.7640759,28.5749443,29.1625189,29.0466046,29.5782262,29.7489474,29.7666477,28.8636003,28.9815578,30.0687701,29.6377717,29.2988771,..
Land Surface Temperature,EN.LND.LTMP.DC,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.5309693,9.28088531,12.4690233,10.2186783,10.9059573,10.4688174,10.2184281,13.5940638,13.0316213,10.843664,10.2184299,11.2815696,10.2182509,11.1559827,12.2815622,13.7811897,13.2817977,12.2813633,12.7187274,13.531551,12.780827,10.3440671,..
Land Surface Temperature,EN.LND.LTMP.DC,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.4689747,13.5945686,14.8446125,16.0316372,14.3444967,14.7817699,14.531109,14.9685208,14.4059106,15.4053579,14.2817291,15.5324828,14.09381,14.3436411,15.655647,15.6556349,14.9671608,15.8427792,16.9678873,16.0933769,17.2813144,14.3430128,..
Land Surface Temperature,EN.LND.LTMP.DC,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.593153,27.0938306,27.4055438,27.5297551,26.968904,27.5933682,26.6561588,27.3430594,27.3442915,27.4043471,27.2177014,27.6555131,27.2792825,27.905253,27.4067875,27.7827025,27.6565744,27.6564063,27.4699784,28.3439218,28.1563674,28.032272,..
Land Surface Temperature,EN.LND.LTMP.DC,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.3436631,34.7175064,32.9065172,33.5315534,31.9066621,32.6560023,33.2180143,32.8436699,32.718873,32.8434526,32.6563027,33.2822744,32.2186134,33.6559552,33.2816313,33.4683127,33.4692746,33.7187067,33.4062806,34.1571408,33.6562944,34.3433005,..
Land Surface Temperature,EN.LND.LTMP.DC,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.8744009,13.6246228,13.1257746,12.8705944,12.3761164,13.1283171,14.3772094,13.6253835,13.123722,13.8720458,13.3729773,13.1240361,13.1213485,13.3759625,13.3756819,13.3731508,14.122413,13.871846,13.3753386,13.1250788,13.1257408,13.3811034,..
Land Surface Temperature,EN.LND.LTMP.DC,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.371693,27.623676,27.8700379,27.3719266,27.6208222,27.6210756,27.3732633,27.3711521,27.8719214,27.6202322,28.3718499,27.8718855,27.8736482,27.6196402,27.6236086,28.3711145,28.3717708,28.1223963,27.3769648,28.1191769,28.6193836,27.8683892,..
Land Surface Temperature,EN.LND.LTMP.DC,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.4360926,15.1860898,16.0633143,16.4373656,15.0622077,13.5625718,15.3122088,16.9370792,16.6863838,16.0618316,14.9373262,16.189868,16.8130842,16.0632827,16.9381492,16.9394841,15.8135534,16.6888579,16.1911316,17.0645923,16.8127072,16.5631708,..
Land Surface Temperature,EN.LND.LTMP.DC,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.1876796,33.5620806,34.8121732,35.4371373,33.4376434,34.8125729,31.5620566,34.4379831,33.3126796,32.8129485,32.9373291,32.8124887,34.3124926,35.3129158,32.8126878,35.8125316,35.1871376,32.6868112,35.062311,35.8121993,33.4379063,32.0618607,..
Land Surface Temperature,EN.LND.LTMP.DC,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.8674861,28.4354771,28.4355361,28.4364439,28.1853454,28.4353843,28.185139,28.5612668,28.5604679,28.4359118,28.8108267,28.4356285,28.8106675,28.4363023,28.6859734,29.311436,29.1866051,29.0611023,28.6857977,29.1868937,29.0605651,28.8111858,..
Land Surface Temperature,EN.LND.LTMP.DC,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.0960621,28.3465351,27.9063762,27.7174292,27.656054,27.6577279,27.7791905,27.844033,27.7818262,28.6567483,27.780538,28.0926967,28.7184041,28.4694457,28.2185706,28.3450682,28.594922,28.2805516,28.3450705,28.4675551,28.2807727,28.40594,..
Land Surface Temperature,EN.LND.LTMP.DC,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.5636514,19.6873383,18.5629669,19.5626678,18.1872591,16.5613538,18.3126843,20.4359849,19.312363,19.1870405,17.6868816,18.936661,19.6865161,19.8122651,20.0625494,19.5626499,18.9371651,19.185533,19.4380759,20.5615453,20.9369587,19.5628195,..
Land Surface Temperature,EN.LND.LTMP.DC,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.3126991,37.4377695,36.6874553,36.0631424,36.1868196,35.8131935,36.563306,36.063235,35.9378637,36.4376439,35.9373681,36.9378178,35.312773,37.0629579,36.9382134,36.0625542,36.4377025,35.9376884,36.5626518,37.0621347,37.187544,37.4378312,..
Land Surface Temperature,EN.LND.LTMP.DC,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.1871061,26.561681,28.1874335,27.813202,28.1882611,28.1885401,28.1877099,27.3108354,27.4364697,27.8120803,28.5644915,26.9360911,27.4370333,27.9377777,27.4365444,28.1887266,28.8132642,28.0616281,27.813743,27.4402502,27.4368498,27.6898651,..
Land Surface Temperature,EN.LND.LTMP.DC,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.1920961,33.8100354,33.1906495,32.4277023,32.8026004,33.1867153,33.1826115,32.814735,32.8169603,32.6874543,32.6949788,32.3248932,31.8153523,32.9377353,32.6892549,32.3119817,32.4325906,33.0558213,33.18337,33.9348804,33.5621792,33.1915006,..
Land Surface Temperature,EN.LND.LTMP.DC,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.188246,29.5621365,30.1876321,30.4370117,30.8125646,31.3113981,30.1870167,30.5620684,29.9370631,29.8129372,31.6871631,30.4369771,30.8131119,31.3137108,30.9373492,32.3126691,33.1874778,30.6871826,31.3122509,32.5624757,32.9383182,31.5625598,..
Land Surface Temperature,EN.LND.LTMP.DC,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.1217588,26.9363143,26.1867915,26.4368527,26.1874894,26.0615911,26.1220773,26.4373903,26.1871248,26.123307,26.5617489,26.0615744,26.0609904,26.3113,26.4360513,26.3128458,26.5622145,26.5618041,26.1867421,26.8118037,27.0626531,26.8732423,..
Land Surface Temperature,EN.LND.LTMP.DC,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.25207847,-3.2462657,-4.2502206,-2.748046,-4.7517448,-2.7487294,-1.7481732,-4.2497933,-4.2461182,-4.2505581,-0.7454505,-3.7484531,-2.7453726,-3.2452823,-3.2502405,-3.2512013,-2.2509888,-2.7500807,-3.7452471,-3.2511522,-4.2487849,-3.2466338,..
Land Surface Temperature,EN.LND.LTMP.DC,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.1832465,30.1865546,29.1563235,29.0617372,28.9691617,29.1563509,28.968526,29.3117641,28.9375732,28.9686456,29.2808324,29.3120633,29.1874537,28.8439365,28.9684518,28.7813672,29.0936309,29.3438872,28.7187003,29.4059804,29.5310783,29.4062052,..
Land Surface Temperature,EN.LND.LTMP.DC,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.3124522,39.312198,39.0621834,38.8127004,38.9379436,38.5627383,39.0629455,38.5628666,38.812408,39.5627833,39.5635718,39.1874032,38.4376751,40.187952,39.4378634,38.5626648,39.1878745,38.4375903,38.9378672,39.0627632,39.0619959,39.8125951,..
Land Surface Temperature,EN.LND.LTMP.DC,Chile,CHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.7442032,17.246448,15.7478576,16.2491691,16.2493537,15.7516635,16.250129,15.2504366,17.2511556,16.2542728,15.7501151,16.2510555,16.2513257,16.2503228,16.2541641,16.7563311,16.752091,15.7501277,16.2465757,16.7494367,17.2503208,17.2510552,..
Land Surface Temperature,EN.LND.LTMP.DC,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.8763555,18.6259774,19.1252395,18.3757328,18.8758742,18.7553121,18.8754194,19.3758008,18.6251385,19.3755535,18.2537088,18.2534637,17.751389,19.2538037,19.1258036,19.3752845,19.2540353,19.3752989,18.8748757,19.1246366,18.7517841,18.7506554,..
Land Surface Temperature,EN.LND.LTMP.DC,Colombia,COL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.8711614,28.121168,27.8729878,28.122127,27.871725,27.8695368,27.6203365,28.1230376,27.8755893,27.8734743,28.6227842,27.8710839,28.1228245,28.1246495,28.1213361,28.3688655,28.6205685,28.3703422,28.3736797,28.3695332,28.6211616,28.3728129,..
Land Surface Temperature,EN.LND.LTMP.DC,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.6833517,26.3077879,26.1822336,26.2873122,25.5970618,26.2282371,25.5923565,25.9063515,25.5656528,25.9696573,26.3111335,25.7169137,25.7170394,26.3112483,26.551245,26.5880682,26.1798185,26.4019934,26.3382263,26.4672035,26.1630438,26.0954445,..
Land Surface Temperature,EN.LND.LTMP.DC,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.8691004,27.4357097,27.3116178,27.3107918,27.31091,27.4359497,27.4362829,27.1857239,27.3112202,27.3112489,27.9362305,27.4359848,27.1211431,27.5614529,27.5617087,27.4364874,28.0618336,27.8107306,27.8110818,27.8114102,28.0617329,27.936711,..
Land Surface Temperature,EN.LND.LTMP.DC,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.3701626,27.0613167,26.9361795,26.9688574,26.8121831,26.9366749,27.0313275,27.0305971,27.0605264,27.1557815,27.5618914,27.0312152,26.9368525,27.0934537,27.1861502,27.0934155,27.5306502,27.5303629,27.4056727,27.5933978,27.810852,27.8115781,..
Land Surface Temperature,EN.LND.LTMP.DC,Costa Rica,CRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.438123,28.0637847,27.6875611,28.0606694,27.31385,27.6865319,27.5640016,27.5606085,27.6875777,27.8130613,27.936849,27.5614392,27.6874207,27.937296,27.9383705,27.8123553,28.1868794,28.0615514,27.6867619,28.1893089,28.0632533,27.311783,..
Land Surface Temperature,EN.LND.LTMP.DC,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.1874353,29.8437267,29.1555716,29.0312679,28.2811857,28.0932779,28.8439177,28.6567957,28.9062915,28.4687434,28.9683109,28.7808365,28.65629,29.4057328,29.1863541,29.1873147,29.7810512,29.5313621,29.4059366,30.1556757,29.9061972,29.3438805,..
Land Surface Temperature,EN.LND.LTMP.DC,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.3129789,16.2802991,17.5935994,17.3117016,16.0310248,14.9691177,16.9064997,18.4371788,18.0627264,18.0616452,16.061893,18.5636179,17.6870266,17.3436483,18.0927496,18.0315494,17.2189342,17.9363013,17.9069472,18.2185233,18.1567503,17.4378017,..
Land Surface Temperature,EN.LND.LTMP.DC,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.1878404,29.9387368,30.0619286,29.4375911,30.8132877,30.1872931,29.9692888,29.0937032,29.56307,30.0626606,29.187419,30.0624951,29.1873354,29.6871099,29.5613275,30.3118935,29.6870905,29.8118639,29.0620607,29.6870287,29.9371417,29.6877966,..
Land Surface Temperature,EN.LND.LTMP.DC,Cyprus,CYP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.4380301,28.7797463,28.719593,28.5320851,28.9030863,28.4419943,28.6834206,28.9303475,30.1836398,28.6894696,29.5932924,28.1855448,28.3115404,29.5616983,29.4327792,28.5631115,30.4350043,29.1885258,29.6852971,27.9050559,28.9685473,29.9392592,..
Land Surface Temperature,EN.LND.LTMP.DC,Czechia,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.469317,11.4377647,13.4695038,14.4687294,12.5615916,12.6558896,12.09371,15.1861106,14.4687419,14.0631464,11.9379727,14.0937704,13.3433007,14.0625684,15.562349,15.4060208,14.81161,14.0931535,16.18819,15.3443105,14.5617317,13.4377941,..
Land Surface Temperature,EN.LND.LTMP.DC,Denmark,DNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.6560311,10.5937323,12.4690223,12.2816043,11.5931999,11.7814717,12.530612,12.6564593,12.5944132,12.2811097,9.28143104,11.8436788,10.6877259,11.8436947,13.718956,12.0937654,12.3435815,11.4686519,13.9692075,12.5935977,13.0938174,11.781271,..
Land Surface Temperature,EN.LND.LTMP.DC,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.3152453,41.3133627,40.8145497,39.8125601,40.8135335,40.1858488,40.1879548,40.5647783,40.6864237,40.4350702,39.9367742,40.3163406,39.8141929,39.8132843,40.4380036,41.1876218,40.937946,40.561887,39.936257,40.687719,40.9396668,41.1891219,..
Land Surface Temperature,EN.LND.LTMP.DC,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.1616413,24.2138397,23.9120909,24.032262,23.7182802,24.143184,23.892168,24.0170838,23.9017941,23.6019511,24.7781808,23.9080004,23.8955236,23.9691651,24.5303065,24.2687062,24.5330217,24.8576643,24.6105627,24.4658396,24.8597247,24.5901225,..
Land Surface Temperature,EN.LND.LTMP.DC,Dominican Republic,DOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.6883084,29.0610396,29.0628346,28.6876555,28.3124433,28.437713,28.4365719,28.4366629,28.437607,28.5622702,28.4386828,28.562448,28.3140666,28.8144699,29.0649863,29.6896675,28.6890594,28.0624082,28.4381371,29.6870963,29.4397645,28.6853831,..
Land Surface Temperature,EN.LND.LTMP.DC,Ecuador,ECU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.6283028,27.1288323,26.6281519,26.87782,26.8802591,26.8790354,26.6309023,26.8769757,26.6296301,27.1287567,27.1289521,26.629761,26.8802159,27.1297516,27.1268328,27.1272196,27.3773941,27.1282317,27.128669,26.8804789,27.3782943,26.879111,..
Land Surface Temperature,EN.LND.LTMP.DC,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.6251802,36.3119212,36.1881105,36.1880434,36.1871071,35.9373655,36.1876413,36.3122726,36.5630738,36.8120385,37.6885058,36.0623196,36.8124214,36.4377175,36.9373028,36.5624181,36.9383377,36.3127435,37.0626519,36.9377781,36.6872861,36.8122301,..
Land Surface Temperature,EN.LND.LTMP.DC,El Salvador,SLV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.1866097,32.5639751,32.4393614,31.4397316,31.9394672,31.5632692,31.3123841,31.686768,31.4382782,31.8146067,31.5644075,31.5593683,31.435043,31.8123114,31.5631367,32.437809,31.5617259,32.0617031,31.6867428,31.9386135,31.6857165,31.1870208,..
Land Surface Temperature,EN.LND.LTMP.DC,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.6864832,25.3122429,25.1565847,24.780197,24.5602936,24.8118309,24.5615099,24.6868227,24.8103571,24.6873008,24.9391022,24.8102397,24.5610941,25.4385803,25.3134722,24.5616786,25.5618772,25.3109439,25.3111346,25.4357833,25.8114287,25.6867494,..
Land Surface Temperature,EN.LND.LTMP.DC,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.31235,41.687914,41.4369672,40.937003,41.3126158,40.5623456,40.6881764,40.6866731,40.8124807,41.5626887,40.9369165,40.688108,40.6875915,41.0634976,41.0625626,41.4368459,41.3124075,41.0622675,40.5627108,41.0621802,41.3133577,41.4380812,..
Land Surface Temperature,EN.LND.LTMP.DC,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.5304636,5.93654852,8.71864444,7.59324853,7.59370954,7.40610208,8.90599678,9.28166234,9.40631165,7.1563077,6.09369508,9.18764473,6.2191262,8.78104683,9.15683265,9.78013574,8.65646964,8.59376704,9.96884288,9.8442572,10.0620971,7.6867655,..
Land Surface Temperature,EN.LND.LTMP.DC,Eswatini,SWZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.2202433,27.6567146,28.4050732,29.3429852,27.4676672,28.5939138,27.2800389,28.2818494,27.9657256,27.2819875,27.7195199,27.5321989,27.5943933,27.4678736,27.8444734,29.3462414,29.592689,28.4678893,27.3430202,28.6575547,28.0927083,27.0307819,..
Land Surface Temperature,EN.LND.LTMP.DC,Ethiopia,ETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.6245476,34.6239442,34.6231876,34.6244125,34.3750739,34.3741101,33.3734605,33.6242009,34.1242962,35.1245325,33.8747808,34.3737435,34.1247485,33.6248897,33.8738487,34.6234933,34.6241229,34.6257735,33.3736202,34.3740617,33.3733157,34.3734476,..
Land Surface Temperature,EN.LND.LTMP.DC,Fiji,FJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.8420074,25.2808655,24.9048002,25.2814688,25.2197728,25.0325401,24.7819722,25.4055776,25.1560121,24.7177476,25.7168423,25.2816883,25.0922923,25.4069918,25.4048994,24.9689396,26.0317661,25.5930728,25.7191159,25.4069076,25.465563,25.4682412,..
Land Surface Temperature,EN.LND.LTMP.DC,Finland,FIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.43763845,0.68841516,2.31171987,2.84357843,2.21896332,3.18700408,3.18639363,3.06194603,2.93857697,2.43836668,1.43780172,3.93814433,1.31223501,4.31338542,4.43739995,4.43827603,3.93761841,2.18763715,3.93827076,3.06282982,4.81366415,2.6879101,..
