country_code,series_name,country_name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
RUS,Voice and Accountability: Percentile Rank,Russian Federation,37.8109436035156,37.06467628479005,36.3184089660645,32.3383102416992,30.769229888916,27.4038467407227,22.115385055542,22.5961532592773,22.5961532592773,23.222749710083,23.6966819763184,24.4131450653076,19.2488269805908,18.7793426513672,20.6896553039551,20.1970443725586,17.7339897155762,18.7192115783691,18.8405799865723,17.8743953704834
ARG,Voice and Accountability: Percentile Rank,Argentina,61.1940307617188,58.70646858215335,56.2189064025879,61.1940307617188,59.6153831481934,59.1346168518066,58.1730766296387,58.6538467407227,58.1730766296387,56.3981056213379,58.2938385009766,58.2159614562988,57.2769966125488,56.8075103759766,59.1133003234863,60.0985221862793,63.5467987060547,64.5320205688477,65.2173919677734,65.2173919677734
AUT,Voice and Accountability: Percentile Rank,Austria,90.0497512817383,90.7960205078125,91.5422897338867,91.5422897338867,92.788459777832,90.3846130371094,93.75,94.711540222168,94.2307662963867,94.7867279052734,95.2606658935547,94.8356781005859,95.3051605224609,95.7746505737305,94.5812835693359,94.0886688232422,93.596061706543,95.0738906860352,94.2028961181641,95.1690826416016
BLR,Voice and Accountability: Percentile Rank,Belarus,11.9402980804443,10.199004650115949,8.4577112197876,8.95522403717041,5.76923084259033,3.36538457870483,5.28846168518066,6.25,6.73076915740967,7.10900497436523,7.10900497436523,5.16431903839111,6.1032862663269,5.63380289077759,7.88177347183228,8.3743839263916,12.8078813552856,12.3152713775635,12.0772943496704,11.1111106872559
BEL,Voice and Accountability: Percentile Rank,Belgium,92.5373153686523,92.78607177734375,93.0348281860352,95.5223846435547,90.8653869628906,91.3461532592773,92.788459777832,93.75,92.788459777832,93.3649291992188,94.3127975463867,92.9577484130859,92.9577484130859,92.9577484130859,94.0886688232422,94.5812835693359,95.5665054321289,93.1034469604492,92.2705307006836,94.2028961181641
CRI,Voice and Accountability: Percentile Rank,Costa Rica,82.5870666503906,83.08457946777345,83.5820922851563,76.6169128417969,80.7692337036133,72.5961532592773,75.4807662963867,75.0,76.9230804443359,77.7251205444336,80.568717956543,81.2206573486328,83.5680770874023,83.0985946655273,85.2216720581055,86.2068939208984,84.7290649414063,84.7290649414063,83.5748825073242,83.5748825073242
DNK,Voice and Accountability: Percentile Rank,Denmark,97.5124359130859,98.25870513916016,99.0049743652344,99.5024871826172,100.0,100.0,100.0,97.1153869628906,99.038459777832,97.6303329467773,97.6303329467773,97.1830978393555,99.06103515625,99.530517578125,97.0443344116211,97.5369491577148,99.014778137207,97.0443344116211,97.5845413208008,98.5507278442383
DOM,Voice and Accountability: Percentile Rank,Dominican Republic,56.2189064025879,55.7213935852051,55.2238807678223,48.2587051391602,50.961540222168,48.5576934814453,53.8461532592773,54.3269233703613,52.8846168518066,51.6587677001953,51.1848335266113,52.582160949707,55.3990592956543,53.9906120300293,54.1871910095215,52.2167472839355,52.709358215332,52.709358215332,50.2415466308594,53.1400947570801
SLV,Voice and Accountability: Percentile Rank,El Salvador,51.243782043457,51.9900493621826,52.7363166809082,52.2388076782227,50.0,48.0769233703613,51.4423065185547,50.480770111084,50.961540222168,49.7630348205566,50.7108993530273,50.7042236328125,46.948356628418,47.417839050293,51.2315254211426,51.7241363525391,53.2019691467285,52.2167472839355,47.8260879516602,50.7246360778809
FIN,Voice and Accountability: Percentile Rank,Finland,99.5024871826172,99.5024871826172,99.5024871826172,99.0049743652344,99.5192337036133,99.5192337036133,97.1153869628906,96.6346130371094,96.6346130371094,96.6824645996094,96.6824645996094,96.2441329956055,96.7136154174805,97.1830978393555,97.5369491577148,96.5517272949219,97.0443344116211,99.014778137207,98.5507278442383,99.5169067382813
GRC,Voice and Accountability: Percentile Rank,Greece,78.6069641113281,78.6069641113281,78.6069641113281,86.5671615600586,87.0192337036133,83.6538467407227,77.8846130371094,78.8461532592773,73.5576934814453,73.9336471557617,74.407585144043,72.7699508666992,69.4835662841797,68.0751190185547,68.4729080200195,70.4433517456055,70.4433517456055,69.4581298828125,71.4975814819336,72.4637680053711
LUX,Voice and Accountability: Percentile Rank,Luxembourg,95.0248718261719,94.52736282348636,94.0298538208008,97.0149230957031,96.6346130371094,96.1538467407227,99.5192337036133,99.5192337036133,99.5192337036133,100.0,98.5782012939453,99.06103515625,98.591552734375,98.591552734375,98.5221710205078,97.0443344116211,96.5517272949219,97.5369491577148,97.101448059082,97.101448059082
MDA,Voice and Accountability: Percentile Rank,Moldova,46.2686576843262,39.303483963012695,32.3383102416992,32.8358192443848,29.8076915740967,30.769229888916,37.019229888916,37.019229888916,36.538459777832,37.4407577514648,46.9194297790527,51.1737098693848,47.417839050293,46.0093879699707,49.2610855102539,48.7684745788574,47.290641784668,45.8128089904785,40.0966186523438,42.0289840698242
NOR,Voice and Accountability: Percentile Rank,Norway,95.5223846435547,96.2686538696289,97.0149230957031,96.5174102783203,98.5576934814453,98.5576934814453,99.038459777832,100.0,100.0,99.052131652832,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
PER,Voice and Accountability: Percentile Rank,Peru,36.8159217834473,45.7711448669434,54.7263679504395,51.243782043457,45.6730766296387,50.0,50.961540222168,51.4423065185547,52.4038467407227,51.1848335266113,52.6066360473633,53.521125793457,54.4600944519043,52.1126747131348,54.679801940918,54.679801940918,55.1724128723145,55.1724128723145,54.1062812805176,55.5555572509766
